id;text;category;left;right
pre022;Czy w dzieciństwie bałeś się ciemności?;Przeszłość;NIE BAŁEM SIĘ;BARDZO
pre023;Czy lubiłeś brać udział w szkolnych przedstawieniach?;Przeszłość;NIE;TAK
pre024;Jak często czułeś się zmotywowany do nauki?;Przeszłość;RZADKO;CZĘSTO
pre025;Czy często chodziłeś na wagary?;Przeszłość;NIE;TAK
pre026;Czy pamiętasz swoje dziecięce marzenia o przyszłości?;Przeszłość;NIE;TAK
pre027;Czy pamiętasz swój pierwszy dzień w szkole?;Przeszłość;NIE;TAK
pre028;Czy byłeś typem dziecka, które bało się ciemności?;Przeszłość;NIE;TAK
pre029;Czy czułeś się pewnie podczas wystąpień publicznych?;Przeszłość;NIE;TAK
pre030;Często zdarzało Ci się być kapitanem drużyny lub grupy?;Przeszłość;NIE;TAK
pre031;Czy często odwiedzałeś dziadków lub dalszą rodzinę?;Przeszłość;NIE;TAK
pre032;Czy często dostawałeś uwagi od nauczycieli?;Przeszłość;NIE;TAK
pre033;Czy pamiętasz swoje ulubione zabawy z dzieciństwa?;Przeszłość;NIE;TAK
pre034;Czy miałeś problemy ze wstawaniem rano do szkoły?;Przeszłość;NIE;TAK
pre035;Jak bardzo lubiłeś czytać książki jako dziecko?;Przeszłość;NIE LUBIŁEM;LUBIŁEM
pre036;Czy to Ty śmiałeś się z dowcipów kolegów w szkole, czy to koledzy śmiali się z Twoich?;Przeszłość;JA Z KOLEGÓW;KOLEDZY ZE MNIE
pre037;Czy brałeś udział w klubach sportowych lub zajęciach dodatkowych?;Przeszłość;NIE;TAK
pre038;Jak bardzo lubiłeś zajęcia pozalekcyjne?;Przeszłość;NIE LUBIŁEM;LUBIŁEM
pre039;Jak często zdarzało Ci się odrabiać lekcje na ostatnią chwilę?;Przeszłość;NIGDY;ZAWSZE
pre040;Czy byłeś osobą, która łatwo nawiązywała nowe znajomości?;Przeszłość;NIE;TAK
pre041;Czy byłeś zadowolony z relacji z kolegami?;Przeszłość;NIE;TAK
pre042;Czy często prosiłeś rodziców o pomoc przy lekcjach?;Przeszłość;NIE;TAK
pre043;Na wakacje jeździłeś częściej nad morze czy w góry?;Przeszłość;NAD MORZE;W GÓRY
pre044;Jako dziecko bawiłeś się więcej na dworze czy w domu?;Przeszłość;NA DWORZE;W DOMU
pre045;Czy często słuchasz muzyki lub oglądasz filmy z dzieciństwa?;Przeszłość;NIE;TAK
pre046;Czy lubiłeś spędzać czas z rodzeństwem?;Przeszłość;NIE;TAK
pre047;Czy często pocieszałeś kolegów i koleżanki?;Przeszłość;NIE;TAK
pre048;Czy często marzyłeś o byciu kimś wyjątkowym lub sławnym?;Przeszłość;NIE;TAK
pre049;Jak często jadłeś słodycze jako dziecko?;Przeszłość;BARDZO RZADKO;CZĘSTO
pre050;Jak dobrze pamiętasz swoje dziecięce sukcesy?;Przeszłość;NIC NIE PAMIĘTAM;PAMIĘTAM WSZYSTKO
pre051;Czy jesteś zadowolony ze swojego zachowania w dzieciństwie?;Przeszłość;NIE;TAK
pre052;Jak bardzo lubiłeś chodzić na szkolne imprezy/dyskoteki?;Przeszłość;W OGÓLE;KOCHAŁEM
pre053;Czy w dzieciństwie marzyłeś, żeby być już dorosłym?;Przeszłość;NIE;TAK
pre054;Czy pamiętasz swoje dziecięce marzenia?;Przeszłość;NIE;TAK
pre055;Jak często zdarzało Ci się robić coś zakazanego, do czego nie przyznawałeś się rodzicom?;Przeszłość;RZADKO;CZĘSTO
pre056;Czy w szkole pomagałeś innym dzieciom w nauce?;Przeszłość;RACZEJ NIE;CZĘSTO
pre057;Jak dobrze pamiętasz swoją pierwszą miłość z dzieciństwa?;Przeszłość;W OGÓLE;DOSKONALE
pre058;Czy musiałeś ukrywać słodycze przed rodzicami?;Przeszłość;NIE;TAK
pre059;Jak często spotykałeś się z przyjaciółmi po szkole?;Przeszłość;RZADKO;CZĘSTO
pre060;Jak bardzo lubiłeś zajęcia plastyczne w szkole?;Przeszłość;NIE LUBIŁEM;UWIELBIAŁEM
pre061;Na ile pamiętasz swoje pierwsze przyjaźnie?;Przeszłość;NIE PAMIĘTAM;PAMIĘTAM DOSKONALE
pre062;Jak podobały Ci się Twoje pierwsze wakacje bez rodziców?;Przeszłość;BYŁY FATALNE;BYŁY SUPER
pre063;Jak często pomagałeś rodzicom w domu?;Przeszłość;RZADKO;CZĘSTO
swi001;Jak bardzo jesteś otwarty na inne religie i światopoglądy?;Światopoglądowe;W OGÓLE;BARDZO
swi002;Czy zgadzasz się z tym, że technologia zbliża ludzi?;Światopoglądowe;NIE;TAK
swi003;Czy uważasz, że społeczeństwo powinno bardziej pomagać osobom potrzebującym?;Światopoglądowe;NIE;TAK
swi004;Czy edukacja powinna rozwijać kreatywność, a nie tylko wiedzę?;Światopoglądowe;NIE;TAK
swi005;Zgadzasz się, że empatia jest podstawą człowieczeństwa?;Światopoglądowe;NIE;TAK
swi006;Czy zgadzasz się z koniecznością ograniczenia konsumpcji dla dobra planety?;Światopoglądowe;NIE;TAK
swi007;Zgadzasz się z ideą, że każdy powinien mieć prawo do edukacji?;Światopoglądowe;NIE;TAK
swi008;Czy ważna jest dla Ciebie wolność wyboru stylu życia?;Światopoglądowe;NIE;TAK
swi009;Czy zgadzasz się z tym, że rozwój gospodarczy jest ważniejszy niż ochrona środowiska?;Światopoglądowe;NIE;TAK
swi010;Czy uważasz, że edukacja powinna być darmowa dla wszystkich?;Światopoglądowe;NIE;TAK
swi011;Czy uważasz, że wojny są czasem konieczne?;Światopoglądowe;NIE;TAK
swi012;Czy uważasz, że granice między państwami powinny być otwarte?;Światopoglądowe;NIE;TAK
swi013;Czy popierasz pomysł dochodu podstawowego dla każdego obywatela?;Światopoglądowe;NIE;TAK
swi014;Czy bogatsi powinni płacić wyższe podatki?;Światopoglądowe;NIE;TAK
swi015;Czy społeczeństwo powinno być bardziej oparte na współpracy czy rywalizacji?;Światopoglądowe;WSPÓŁPRACA;RYWALIZACJA
swi016;Czy uważasz, że internet powinien być wolny i nieograniczony?;Światopoglądowe;NIE;TAK
swi017;Czy uważasz, że wolność jednostki powinna mieć swoje granice?;Światopoglądowe;NIE;TAK
swi018;Czy młodzi ludzie powinni częściej angażować się społecznie?;Światopoglądowe;NIE;TAK
swi019;Czy technologia przynosi więcej dobra czy zła?;Światopoglądowe;DOBRO;ZŁO
swi020;Jak ważna jest dla Ciebie wolność słowa?;Światopoglądowe;MAŁO;BARDZO
swi021;Czy bogactwo powinno być bardziej równomiernie rozdzielone?;Światopoglądowe;NIE;TAK
swi022;Czy patriotyzm jest nadal ważny?;Światopoglądowe;NIE;TAK
swi023;Czy zgadzasz się, że człowiek jest odpowiedzialny za los planety?;Światopoglądowe;NIE;TAK
swi024;Czy uważasz, że każdy człowiek zasługuje na drugą szansę?;Światopoglądowe;NIE;TAK
swi025;Czy uważasz, że każdy powinien ponosić odpowiedzialność za swoje czyny?;Światopoglądowe;NIE;TAK
swi026;Czy popierasz ideę wolności religijnej?;Światopoglądowe;NIE;TAK
swi027;Czy wierzysz, że każdy ma wpływ na swoją przyszłość?;Światopoglądowe;NIE;TAK
swi028;Czy uważasz, że sztuka ma realny wpływ na zmianę społeczną?;Światopoglądowe;NIE;TAK
swi029;Czy wierzysz w karmę?;Światopoglądowe;NIE;TAK
swi030;Czy uważasz, że ludzie mają obowiązek pomagać obcym?;Światopoglądowe;NIE;TAK
swi031;Czy uważasz, że wolność słowa powinna mieć ograniczenia?;Światopoglądowe;NIE;TAK
swi032;Czy zgadzasz się z tym, że każdy człowiek powinien służyć społeczeństwu w jakiś sposób?;Światopoglądowe;NIE;TAK
swi033;Jak bardzo cenisz sobie tolerancję wobec innych kultur?;Światopoglądowe;MAŁO;BARDZO
swi034;Jak bardzo popierasz równe prawa dla osób LGBTQ+?;Światopoglądowe;NIE POPIERAM;POPIERAM
swi035;Czy uważasz, że dostęp do internetu powinien być prawem człowieka?;Światopoglądowe;NIE;TAK
swi036;Czy uważasz, że demokracja to najlepszy system polityczny?;Światopoglądowe;NIE;TAK
swi037;Czy zgadzasz się z ideą, że każdy człowiek ma prawo do szczęścia?;Światopoglądowe;NIE;TAK
swi038;Na ile zgadzasz się z zasadą „oko za oko”?;Światopoglądowe;WCALE;W PEŁNI
swi039;Czy uważasz, że media społecznościowe mają pozytywny wpływ na ludzi?;Światopoglądowe;NIE;TAK
swi040;Czy uważasz, że ludzie powinni mieć prawo do eutanazji?;Światopoglądowe;NIE;TAK
swi041;Czy uważasz, że rozwój cywilizacji szkodzi naturze?;Światopoglądowe;NIE;TAK
swi042;Jak bardzo religijny jesteś?;Światopoglądowe;WCALE;BARDZO
swi043;Czy zgadzasz się, że wolność kończy się tam, gdzie zaczyna się krzywda drugiego?;Światopoglądowe;NIE;TAK
swi044;Czy wierzysz, że każdy człowiek ma w sobie coś dobrego?;Światopoglądowe;NIE;TAK
swi045;Czy zgadzasz się, że trudności młodych ludzi są niedoceniane?;Światopoglądowe;NIE;TAK
swi046;Czy zgadzasz się z tym, że pieniądze szczęścia nie dają?;Światopoglądowe;NIE;TAK
swi047;Jak bardzo ufasz mediom?;Światopoglądowe;NIE UFAM;UFAM
swi048;Czy uważasz, że społeczeństwo powinno akceptować każdy styl życia?;Światopoglądowe;NIE;TAK
swi049;Czy uważasz, że każdy zasługuje na szacunek – niezależnie od poglądów?;Światopoglądowe;NIE;TAK
swi050;Jak ważne są dla Ciebie tradycje?;Światopoglądowe;NIE SĄ WAŻNE;BARDZO WAŻNE
swi051;Czy uważasz, że w szkole powinno się uczyć empatii?;Światopoglądowe;NIE;TAK
swi052;Czy młodzież powinna mieć większy wpływ na politykę?;Światopoglądowe;NIE;TAK
swi053;Czy zmiany klimatu to poważny problem?;Światopoglądowe;NIE;TAK
swi054;Czy wierzysz, że ludzie są z natury dobrzy?;Światopoglądowe;NIE;TAK
swi055;Czy każdy powinien mieć dostęp do opieki zdrowotnej bez względu na zarobki?;Światopoglądowe;NIE;TAK
swi056;Czy demokracja wymaga aktywnego udziału obywateli?;Światopoglądowe;NIE;TAK
swi057;Czy kara śmierci powinna być dopuszczalna?;Światopoglądowe;NIE;TAK
swi058;Czy myślisz, że przyszłość będzie lepsza niż teraźniejszość?;Światopoglądowe;NIE;TAK
swi059;Czy nauka powinna dominować nad wiarą?;Światopoglądowe;NIE;TAK
swi060;Czy społeczeństwo jest zbyt uzależnione od technologii?;Światopoglądowe;NIE;TAK
swi061;Czy praca powinna dawać przede wszystkim satysfakcję, a nie pieniądze?;Światopoglądowe;NIE;TAK
swi062;Czy państwo powinno mieć większy wpływ na wychowanie dzieci?;Światopoglądowe;NIE;TAK
swi063;Czy wierzysz w życie po śmierci?;Światopoglądowe;NIE;TAK
swi064;Czy uważasz, że dzieci powinny mieć prawo decydować o swoim życiu?;Światopoglądowe;NIE;TAK
swi065;Czy uważasz, że każdy powinien mieć prawo do posiadania broni?;Światopoglądowe;NIE;TAK
swi066;Czy uważasz, że powinno się ograniczać sztuczną inteligencję w codziennym życiu?;Światopoglądowe;NIE;TAK
swi067;Czy zgadzasz się z tym, że praca powinna być gwarantowana przez państwo?;Światopoglądowe;NIE;TAK
swi068;Jak bardzo cenisz sobie prawo do prywatności?;Światopoglądowe;WCALE;BARDZO
swi069;Jak bardzo zgadzasz się z tym, że zwierzęta mają takie same prawa do życia jak ludzie?;Światopoglądowe;NIE ZGADZAM SIĘ;ZGADZAM SIĘ
swi070;Jak ważne są dla Ciebie wartości rodzinne?;Światopoglądowe;NIE WAŻNE;BARDZO WAŻNE
swi071;Czy zgadzasz się z tym, że każda religia powinna być traktowana równo?;Światopoglądowe;NIE;TAK
swi072;Czy uważasz, że panuje równość płci w społeczeństwie?;Światopoglądowe;NIE;TAK
swi073;Czy wierzysz w przeznaczenie?;Światopoglądowe;NIE;TAK
swi074;Jak bardzo wierzysz, że dobro wraca?;Światopoglądowe;NIE WIERZĘ;BARDZO WIERZĘ
swi075;Czy uważasz, że jednostka może zmieniać świat?;Światopoglądowe;NIE;TAK
swi076;Jak bardzo ufasz nauce i badaniom medycznym?;Światopoglądowe;NIE UFAM;UFAM W PEŁNI
swi077;Na ile uważasz, że system edukacji wymaga gruntownej reformy?;Światopoglądowe;W OGÓLE;BARDZO
wol001;Wolisz ciepłe dni czy chłodne wieczory?;Wolisz;CIEPŁE DNI;CHŁODNE WIECZORY
wol002;Wolisz chodzić na siłownię czy biegać na świeżym powietrzu?;Wolisz;SIŁOWNIA;BIEGANIE NA ŚWIEŻYM POWIETRZU
wol003;Wolisz nosić okulary czy soczewki kontaktowe?;Wolisz;OKULARY;SOCZEWKI
wol004;Wolisz rozmawiać z dużą grupą ludzi czy z jedną osobą?;Wolisz;Z GRUPĄ LUDZI;Z JEDNĄ OSOBĄ
wol005;Wolisz pracować w zespole czy samodzielnie?;Wolisz;W ZESPOLE;SAMODZIELNIE
wol006;Wolisz jeść śniadanie w pośpiechu czy na spokojnie?;Wolisz;W POŚPIECHU;NA SPOKOJNIE
wol007;Wolisz czytać kryminały czy fantastykę?;Wolisz;KRYMINAŁY;FANTASTYKA
wol008;Wolisz oglądać sport czy uprawiać sport?;Wolisz;OGLĄDAĆ;UPRAWIAĆ
wol009;Wolisz grać na instrumencie czy śpiewać?;Wolisz;GRAĆ;ŚPIEWAĆ
wol010;Wolisz słodkie czy słone przekąski?;Wolisz;SŁODKIE;SŁONE
wol011;Wolisz oglądać seriale czy filmy?;Wolisz;SERIALE;FILMY
wol012;Wolisz oglądać filmy science fiction czy dokumentalne?;Wolisz;SCIENCE FICTION;DOKUMENTALNE
wol013;Wolisz jeść śniadanie na słodko czy na słono?;Wolisz;SŁODKO;SŁONO
wol014;Wolisz wstawać bez budzika czy po alarmie?;Wolisz;BEZ BUDZIKA;PO ALARMIE
wol015;Wolisz spędzać czas aktywnie na dworze czy w domu z książką?;Wolisz;AKTYWNIE NA DWORZE;Z KSIĄŻKĄ W DOMU
wol016;Wolisz uczyć się samodzielnie czy w grupie?;Wolisz;SAMODZIELNIE;W GRUPIE
wol017;Wolisz spotkania w dużym gronie czy kameralne przyjęcia?;Wolisz;DUŻE GRONO;KAMERALNIE
wol018;Wolisz nosić jasne czy ciemne ubrania?;Wolisz;JASNE;CIEMNE
wol019;Wolisz oglądać komedie czy dramaty?;Wolisz;KOMEDIE;DRAMATY
wol020;Wolisz spędzać wieczory przy grach planszowych czy oglądając filmy?;Wolisz;GRY PLANSZOWE;OGLĄDANIE FILMÓW
wol021;Wolisz używać telefonu czy komputera do pracy?;Wolisz;TELEFON;KOMPUTER
wol022;Wolisz spędzać wolny czas sam w ciszy czy z ludzi?;Wolisz;W CISZY;Z LUDŹMI
wol023;Wolisz grać w gry planszowe czy komputerowe?;Wolisz;PLANSZOWE;KOMPUTEROWE
wol024;Wolisz oglądać komedie czy thrillery?;Wolisz;KOMEDIE;THRILLERY
wol025;Wolisz mieć wielu znajomych czy kilku bliskich przyjaciół?;Wolisz;WIELU ZNAJOMYCH;KILKU PRZYJACIÓŁ
wol026;Wolisz być kierowcą czy pasażerem?;Wolisz;KIEROWCA;PASAŻER
wol027;Wolisz biegać rano czy wieczorem?;Wolisz;RANO;WIECZOREM
wol028;Wolisz czytać książkę wieczorem czy rano?;Wolisz;WIECZOREM;RANO
wol029;Wolisz słuchać muzyki na słuchawkach czy głośnikach?;Wolisz;SŁUCHAWKI;GŁOŚNIKI
wol030;Wolisz być mistrzem jednej rzeczy czy być lekko ponad przeciętnym, ale w wielu rzeczach?;Wolisz;MISTRZ JEDNEJ RZECZY;DOBRY WE WSZYSTKIM
wol031;Wolisz spędzać czas w mieście czy na wsi?;Wolisz;MIASTO;WIEŚ
wol032;Wolisz lato pełne słońca czy lekki deszcz?;Wolisz;PEŁNE SŁOŃCE;LEKKI DESZCZ
wol033;Wolisz spacerować po lesie czy nad morzem?;Wolisz;PO LESIE;NAD MORZEM
wol034;Wolisz czytać książki papierowe czy słuchać audiobooków?;Wolisz;PAPIEROWE;AUDIOBOOKI
wol035;Wolisz wstawać wcześnie czy spać do późna?;Wolisz;WCZEŚNIE;PÓŹNO
wol036;Wolisz chodzić do kina na nowe premiery czy czekać na premierę w domu?;Wolisz;W KINIE;W DOMU
wol037;Wolisz mieć 1 godzinę więcej snu czy 1 godzinę więcej wolnego czasu?;Wolisz;SEN;WOLNY CZAS
wol038;Wolisz spędzać święta w domu czy na wyjeździe?;Wolisz;W DOMU;NA WYJEŹDZIE
wol039;Wolisz gotować sam czy jeść na mieście?;Wolisz;GOTOWAĆ SAM;JEŚĆ NA MIEŚCIE
wol040;Wolisz wakacje w górach czy nad jeziorem?;Wolisz;GÓRY;JEZIORO
wol041;Wolisz lato czy zimę?;Wolisz;LATO;ZIMA
wol042;Wolisz słuchać muzyki pop czy rock?;Wolisz;POP;ROCK
wol043;Wolisz czytać książki papierowe czy e-booki?;Wolisz;PAPIEROWE;E-BOOKI
wol044;Wolisz mieć stały plan dnia czy działać spontanicznie?;Wolisz;PLAN;SPONTAN
wol045;Wolisz mieć super pamięć czy super szybkość?;Wolisz;PAMIĘĆ;SZYBKOŚĆ
wol046;Wolisz oglądać filmy w domu czy w kinie?;Wolisz;W DOMU;W KINIE
wol047;Wolisz mieć psa czy kota?;Wolisz;PIES;KOT
wol048;Wolisz słuchać muzyki na żywo na koncercie czy z nagrania?;Wolisz;NA ŻYWO;Z NAGRANIA
wol049;Wolisz rozwiązywać krzyżówki czy sudoku?;Wolisz;KRZYŻÓWKI;SUDOKU
wol050;Wolisz robić zdjęcia czy pozować do zdjęć?;Wolisz;ROBIĆ;POZOWAĆ
wol051;Wolisz zwierzęta domowe czy egzotyczne?;Wolisz;DOMOWE;EGZOTYCZNE
wol052;Wolisz podróżować samolotem czy samochodem?;Wolisz;SAMOLOT;SAMOCHÓD
wol053;Wolisz plażę czy góry?;Wolisz;PLAŻA;GÓRY
wol054;Wolisz pić wodę gazowaną czy niegazowaną?;Wolisz;GAZOWANA;NIEGAZOWANA
wol055;Wolisz nosić ubrania luźne czy eleganckie?;Wolisz;LUŹNE;ELEGANCKIE
wol056;Wolisz chodzić wolno czy szybko?;Wolisz;WOLNO;SZYBKO
wol057;Wolisz spędzać wakacje aktywnie czy leniuchując?;Wolisz;AKTYWNIE;LENIUCHOWANIE
wol058;Wolisz spędzać weekend w domu czy na wycieczce?;Wolisz;W DOMU;NA WYCIECZCE
wol059;Wolisz robić zdjęcia czy oglądać zdjęcia?;Wolisz;ROBIĆ;OGLĄDAĆ
wol060;Wolisz jeść na słodko czy na słono?;Wolisz;NA SŁODKO;NA SŁONO
wol061;Wolisz owoce czy warzywa?;Wolisz;OWOCE;WARZYWA
wol062;Wolisz prowadzić samochód czy podróżować pociągiem?;Wolisz;PROWADZIĆ SAMOCHÓD;JECHAĆ POCIĄGIEM
wol063;Wolisz oglądać mecze piłki nożnej czy siatkówki?;Wolisz;PIŁKA NOŻNA;SIATKÓWKA
wol064;Wolisz spędzać czas na zewnątrz czy w domu?;Wolisz;NA ZEWNĄTRZ;W DOMU
wol065;Wolisz książkę czy film?;Wolisz;KSIĄŻKA;FILM
wol066;Wolisz poranki czy wieczory?;Wolisz;PORANKI;WIECZORY
wol067;Wolisz wziąć prysznic czy kąpiel?;Wolisz;PRYSZNIC;KĄPIEL
wol068;Wolisz kawę czy herbatę?;Wolisz;KAWA;HERBATA
wol069;Wolisz ubierać się kolorowo czy stonowanie?;Wolisz;KOLOROWO;STONOWANIE
wol070;Wolisz rozmawiać przez telefon czy pisać wiadomości?;Wolisz;ROZMOWA;WIADOMOŚCI
wol071;Wolisz słuchać muzyki głośno czy cicho?;Wolisz;GŁOŚNO;CICHO
wol072;Wolisz oglądać filmy z przyjaciółmi czy samotnie?;Wolisz;Z PRZYJACIÓŁMI;SAMOTNIE
wol073;Wolisz długie rozmowy czy krótkie i treściwe?;Wolisz;DŁUGIE;KRÓTKIE
wol074;Wolisz świętować urodziny w domu czy na wyjeździe?;Wolisz;W DOMU;NA WYJEŹDZIE
wol075;Wolisz weekendy pełne emocji czy leniwe dni?;Wolisz;EMOCJE;LENIWE
wol076;Wolisz planować wszystko czy improwizować?;Wolisz;PLANOWAĆ;IMPROWIZOWAĆ
wol077;Wolisz mieszkać blisko centrum miasta czy na jego obrzeżach?;Wolisz;CENTRUM;OBRZEŻA
wol078;Wolisz oglądać filmy z napisami czy z lektorem?;Wolisz;NAPISY;LEKTOR
wol079;Wolisz pikantne czy łagodne jedzenie?;Wolisz;PIKANTNE;ŁAGODNE
wol080;Wolisz jeść fast food czy domowe posiłki?;Wolisz;FAST FOOD;DOMOWE
wol081;Wolałbyś mieć dużo energii rano czy wieczorem?;Wolisz;RANO;WIECZOREM
zwi001;Czy potrafisz dzielić się swoimi obawami bez poczucia słabości?;Związkowe;NIE;TAK
zwi002;Co jest dla ciebie ważniejsze w związku - czułość czy rozmowa?;Związkowe;CZUŁOŚĆ;ROZMOWA
zwi003;Czy lubisz wspólne planowanie codziennych obowiązków?;Związkowe;NIE;TAK
zwi004;Czy lubisz robić niespodzianki partnerowi?;Związkowe;NIE;TAK
zwi005;Czy czujesz się wystarczająco słuchany w rozmowach?;Związkowe;NIE;TAK
zwi006;Ważniejsze dla Ciebie są czyny czy słowa?;Związkowe;CZYNY;SŁOWA
zwi007;Czy potrafisz uszczęśliwić drugą osobę drobiazgiem?;Związkowe;NIE;TAK
zwi008;Czy konflikty rozładowujesz żartem?;Związkowe;NIE;TAK
zwi009;Czy masz trudność z proszeniem o pomoc w związku?;Związkowe;NIE;TAK
zwi010;Czy emocje partnera wpływają na Twój nastrój?;Związkowe;NIE;TAK
zwi011;Czy czujesz się odpowiedzialny za atmosferę w relacji?;Związkowe;NIE;TAK
zwi012;Czy zdarza Ci się mówić coś, czego później żałujesz?;Związkowe;NIE;TAK
zwi013;Czy czujesz się doceniany w relacji?;Związkowe;NIE;TAK
zwi014;Czy czujesz się doceniany za drobiazgi na co dzień?;Związkowe;NIE;TAK
zwi015;Czy masz potrzebę ciągłego kontaktu z partnerem?;Związkowe;NIE;TAK
zwi016;Czy potrafisz oddzielić swoje emocje od emocji partnera?;Związkowe;NIE;TAK
zwi017;Czy łatwo się obrażasz w relacjach?;Związkowe;NIE;TAK
zwi018;Czy lubisz planować wspólny czas z wyprzedzeniem?;Związkowe;NIE;TAK
zwi019;Czy w związku czujesz się swobodnie mówiąc o swoich marzeniach?;Związkowe;NIE;TAK
zwi020;Czy potrafisz utrzymać relację na odległość?;Związkowe;NIE;TAK
zwi021;Czy ufasz swojej intuicji w relacjach?;Związkowe;NIE;TAK
zwi022;Wolisz rozwiązywać konflikty od razu czy odkładać je na później?;Związkowe;OD RAZU;ODKŁADAĆ
zwi023;Kto w twojej relacji zwykle „wygrywa” kłótnie?;Związkowe;JA;PARNER/PARTNERKA
zwi024;Czy lubisz wracać do wspomnień z początku relacji?;Związkowe;NIE;TAK
zwi025;Czy mówisz wprost, gdy coś Ci nie pasuje w relacji?;Związkowe;NIE;TAK
zwi026;Czy lubisz wspólne zdjęcia i pamiątki?;Związkowe;NIE;TAK
zwi027;Czy lubisz dzielić się codziennymi szczegółami ze swoim partnerem?;Związkowe;NIE;TAK
zwi028;Wierzysz w miłość od pierwszego wejrzenia?;Związkowe;NIE;TAK
zwi029;Czy potrafisz mówić o swoich granicach w związku?;Związkowe;NIE;TAK
zwi030;Czy potrafisz rozpoznać emocje drugiej osoby bez słów?;Związkowe;NIE;TAK
zwi031;Czy czujesz się sobą przy partnerze?;Związkowe;NIE;TAK
zwi032;Czy dobrze przyjmujesz krytykę od bliskiej osoby?;Związkowe;NIE;TAK
zwi033;Czy pamiętasz ważne daty w związku?;Związkowe;NIE;TAK
zwi034;Czy zazdrość to dla Ciebie naturalny element związku?;Związkowe;NIE;TAK
zwi035;Czy łatwo przywiązujesz się do drugiej osoby?;Związkowe;NIE;TAK
zwi036;Wolisz spędzać czas sam na sam czy ze znajomymi?;Związkowe;SAM NA SAM;ZE ZNAJOMYMI
zwi037;Czy często rozczulasz się nad romantycznymi filmami?;Związkowe;NIE;TAK
zwi038;Czy wspólne marzenia cementują dla Ciebie relację?;Związkowe;NIE;TAK
zwi039;Czy potrafisz traktować różnice między Wami jako coś wartościowego?;Związkowe;NIE;TAK
zwi040;Czy lubisz wspólne gotowanie jako formę spędzania czasu?;Związkowe;NIE;TAK
zwi041;Czy potrafisz rozmawiać o trudnych tematach w relacji?;Związkowe;NIE;TAK
zwi042;Czy szczerość powinna być absolutna – nawet jeśli rani?;Związkowe;NIE;TAK
zwi043;Czy poczucie humoru w związku jest dla Ciebie ważne?;Związkowe;NIE;TAK
zwi044;Czy starasz się unikać niepotrzebnych spięć w związku?;Związkowe;NIE;TAK
zwi045;Czy w relacji powinno się mówić wszystko?;Związkowe;NIE;TAK
zwi046;Czy bywasz niepewny swoich uczuć w dłuższej relacji?;Związkowe;NIE;TAK
zwi047;Czy jesteś typem romantyka?;Związkowe;NIE;TAK
zwi048;Czy czujesz się słuchany w związku?;Związkowe;NIE;TAK
zwi049;Czy potrafisz spać spokojnie po kłótni z bliską osobą?;Związkowe;NIE;TAK
zwi050;Czy potrafisz zostawić partnerowi przestrzeń dla siebie?;Związkowe;NIE;TAK
zwi051;Czy często wyrażasz uczucia słowami?;Związkowe;RZADKO;CZĘSTO
zwi052;Czy czujesz się swobodnie pokazując swoje słabości w związku?;Związkowe;NIE;TAK
zwi053;Czy wspólne poczucie humoru jest dla Ciebie ważne?;Związkowe;NIE;TAK
zwi054;Czy wyrażanie wdzięczności jest dla Ciebie ważnym elementem relacji?;Związkowe;NIE;TAK
zwi055;Czy jesteś gotów pójść na kompromis?;Związkowe;NIE;TAK
zwi056;Czy lubisz planować wspólną przyszłość?;Związkowe;NIE;TAK
zwi057;Czy drobne nawyki partnera często Cię irytują?;Związkowe;NIE;TAK
zwi058;Jak często potrzebujesz zapewnień o uczuciach?;Związkowe;RZADKO;CZĘSTO
zwi059;Czy czujesz się swobodnie rozmawiając o przeszłości partnera?;Związkowe;NIE;TAK
imp001;Wolisz imprezy z DJ-em czy z playlistą znajomych?;Imprezowe;DJ;PLAYLISTA
imp002;Wolisz pić piwo, czy drinki?;Imprezowe;PIWO;DRINKI
imp003;Wolisz koktajle owocowe czy z dodatkiem alkoholu mocnego?;Imprezowe;OWOCOWE;MOCNY ALKOHOL
imp004;Kto według Ciebie najlepiej opanowuje gry imprezowe?;Imprezowe;OSOBA PO LEWO;OSOBA PO PRAWO
imp005;Kto w grupie najczęściej zaprasza do tańca?;Imprezowe;OSOBA PO LEWO;OSOBA PO PRAWO
imp006;Kto w grupie najczęściej wygrywa w gry imprezowe?;Imprezowe;OSOBA PO LEWO;OSOBA PO PRAWO
imp007;Czy uważasz, że jesteś duszą towarzystwa?;Imprezowe;NIE;TAK
imp008;Jakie piwo wolisz - Okocim czy Żywiec?;Imprezowe;OKOCIM;ŻYWIEC
imp009;Jakiej marki piwo wolisz - Tyskie czy Żywiec?;Imprezowe;TYSKIE;ŻYWIEC
imp010;Kto w grupie najczęściej proponuje zabawy integracyjne?;Imprezowe;OSOBA PO LEWO;OSOBA PO PRAWO
imp011;Wolisz grać w beer pong czy w karty?;Imprezowe;BEER PONG;KARTY
imp012;Wolisz drinki z wódką czy z whisky?;Imprezowe;WÓDKA;WHISKY
imp013;Jaką markę wódki wolisz - Absolut czy Wyborowa?;Imprezowe;ABSOLUT;WYBOROWA
imp014;Kto według Ciebie najbardziej lubi eksperymentować z drinkami?;Imprezowe;OSOBA PO LEWO;OSOBA PO PRAWO
imp015;Wolisz imprezy w domu czy w klubie?;Imprezowe;DOM;KLUB
imp016;Czy uważasz, że masz dobrą pamięć po alkoholu?;Imprezowe;NIE;TAK
